Name,Alias,IATA,ICAO,call_sign,Country,Active,child_price_rate,
Kurzemes Avio,\N,,KZA,,Russia,N,0.3,
Kustbevakningen,\N,,KBV,SWECOAST,Sweden,N,0.3,
Kuwait Airways,\N,KU,KAC,KUWAITI,Kuwait,Y,0.3,
Kuzu Airlines Cargo,\N,GO,KZU,KUZU CARGO,Turkey,Y,0.3,
Kvadro Aero,\N,,QVR,PEGASO,Kyrgyzstan,N,0.3,
Kwena Air,\N,,KWN,KWENA,South Africa,N,0.3,
Kyrgyz Airlines,\N,N5,KGZ,BERMET,Kyrgyzstan,N,0.3,
Kyrgyz Trans Avia,\N,,KTC,DINARA,Kyrgyzstan,N,0.3,
Kyrgyzstan,\N,QH,LYN,ALTYN AVIA,Kyrgyzstan,N,0.3,
Kyrgyzstan Airlines,\N,R8,KGA,KYRGYZ,Kyrgyzstan,N,0.3,
Kyrgyzstan Department of Aviation,\N,,DAM,FLIGHT RESCUE,Kyrgyzstan,N,0.3,
Kyrgz General Aviation,\N,,KGB,KEMIN,Kyrgyzstan,N,0.3,
Kibris T,\N,KY,KYV,AIRKIBRIS,Turkey,N,0.3,
L A Helicopter,\N,,LAH,STAR SHIP,United States,N,0.3,
L J Aviation,\N,,LJY,ELJAY,United States,N,0.3,
L R Airlines,\N,,LRB,LADY RACINE,Czech Republic,N,0.3,
L&L Flygbildteknik,\N,,PHO,PHOTOFLIGHT,Sweden,N,0.3,
L'Express,\N,,LEX,LEX,United States,N,0.3,
L-3 Communications Flight Internation Aviation,\N,,FNT,FLIGHT INTERNATIONAL,United States,N,0.3,
L.A.B. Flying Service,\N,JF,LAB,LAB,United States,N,0.3,
LACSA,\N,LR,LRC,LACSA,Costa Rica,Y,0.3,
LADE - Lineas Aereas Del Estado,\N,,LDE,LADE,Argentina,N,0.3,
LAI - Linea Aerea IAACA,\N,KG,BNX,AIR BARINAS,Venezuela,N,0.3,
LAN Airlines,\N,LA,LAN,LAN,Chile,Y,0.3,
LAN Argentina,\N,4M,DSM,LAN AR,Argentina,Y,0.3,
LAN Cargo,\N,,LCO,LAN CARGO,Chile,N,0.3,
LAN Dominica,\N,,LNC,LANCANA,Dominican Republic,N,0.3,
LAN Express,\N,LU,LXP,LANEX,Chile,Y,0.3,
LAN Peru,\N,LP,LPE,LANPERU,Peru,Y,0.3,
LANSA,\N,,LSA,INTERNACIONAL,Dominican Republic,N,0.3,
LAP Colombia - Lineas Aereas Petroleras,\N,,APT, S.A.,LAP,N,0.3,
LASTP,\N,,OTN,LASTP,S,N,0.3,
LC Busre,\N,,LCB,BUSRE,Peru,N,0.3,
LOT Polish Airlines,\N,LO,LOT,POLLOT,Poland,Y,0.3,
LTE International Airways,\N,XO,LTE,FUN JET,Spain,Y,0.3,
LTU Austria,\N,L3,LTO,BILLA TRANSPORT,Austria,Y,0.3,
LTU International,\N,LT,LTU,LTU,Germany,N,0.3,
LTV Jet Fleet Corporation,\N,,JFC,JET-FLEET,United States,N,0.3,
LUKoil-Avia,\N,,LUK,LUKOIL,Russia,N,0.3,
La Ronge Aviation Services,\N,,ASK,AIR SASK,Canada,N,0.3,
La Valenciana Taxi Aereo,\N,,LVT,TAXIVALENCIANA,Mexico,N,0.3,
Labcorp,\N,,SKQ,SKYLAB,United States,N,0.3,
Labrador Airways,\N,,LAL,LAB AIR,Canada,N,0.3,
Lagun Air,\N,N6,JEV,,Spain,N,0.3,
Lake Havasu Air Service,\N,,HCA,HAVASU,United States,N,0.3,
Lakeland Aviation,\N,,LKL,LAKELAND,United States,N,0.3,
Laker Airways,\N,,LKR,LAKER,United States,N,0.3,
Laker Airways (Bahamas),\N,,LBH,LAKER BAHAMAS,United States,N,0.3,
Lamra,\N,,LMR,LAMAIR,Sudan,N,0.3,
Lanaes Aereas Trans Costa Rica,\N,,TCR,TICOS,Costa Rica,N,0.3,
Landsflug,\N,,ISL,ISLANDIA,Iceland,N,0.3,
Langtry Flying Group,\N,,PAP,PROFLIGHT,United Kingdom,N,0.3,
Lankair,\N,IK,LKN,Lankair,Sri Lanka,N,0.3,
Lanza Air,\N,,LZA,AEROLANZA,Spain,N,0.3,
Lanzarote Aerocargo,\N,,LZT,BARAKA,Spain,N,0.3,
Lao Air Company,\N,,LLL,LAVIE,Lao Peoples Democratic Republic,N,0.3,
Lao Airlines,\N,QV,LAO,LAO,Lao Peoples Democratic Republic,Y,0.3,
Lao Capricorn Air,\N,,LKA,NAKLOA,Lao Peoples Democratic Republic,N,0.3,
Laoag International Airlines,\N,L7,LPN,LAOAG AIR,Philippines,N,0.3,
Laredo Air,\N,,LRD,LAREDO AIR,United States,N,0.3,
LatCharter,\N,,LTC,LATCHARTER,Latvia,Y,0.3,
Latvian Air Force,\N,,LAF,LATVIAN AIRFORCE,Latvia,N,0.3,
Lauda Air,\N,NG,LDA,LAUDA AIR,Austria,Y,0.3,
Lauda Air Italy,\N,,LDI,LAUDA ITALY,Italy,N,0.3,
Laughlin Express,\N,,LEP,LAUGHLIN EXPRESS,United States,N,0.3,
Laus,\N,,LSU,LAUS AIR,Croatia,N,0.3,
Lawrence Aviation,\N,,LAR,LAWRENCE,United States,N,0.3,
Layang-Layang Aerospace,\N,,LAY,LAYANG,Malaysia,N,0.3,
Lease-a-Plane International,\N,,LPL,LEASE-A-PLANE,United States,N,0.3,
Lebanese Air Transport,\N,LQ,LAQ,LAT,Lebanon,N,0.3,
Lebanese Air Transport (Charter),\N,,LAT,LEBANESE AIR,Lebanon,N,0.3,
Lebanon Airport Development Corporation,\N,,LAD,LADCO-AIR,United States,N,0.3,
Leconte Airlines,\N,,LCA,LECONTE,United States,N,0.3,
Leeward Islands Air Transport,\N,LI,LIA,LIAT,Antigua and Barbuda,Y,0.3,
Legend Airlines,\N,,LGD,LEGENDARY,United States,N,0.3,
Leisure Air,\N,,LWD,LEISURE WORLD,United States,N,0.3,
Lentini Aviation,\N,,LEN,LENTINI,United States,N,0.3,
Leo-Air,\N,,LOR,LEO CHARTER,South Africa,N,0.3,
Leonsa De Aviacion,\N,,LEL,LEONAVIA,Spain,N,0.3,
Libyan Airlines,\N,,LYW,LIBYAN AIRWAYS,Libya,N,0.3,
Libyan Arab Airlines,\N,LN,LAA,LIBAIR,Libya,Y,0.3,
Libyan Arab Air Cargo,\N,,LCR,LIBAC,Libya,N,0.3,
Lid Air,\N,,LIQ,,Sweden,N,0.3,
Lignes Aeriennes Congolaises,\N,,LCG,CONGOLAISE,Democratic Republic of the Congo,N,0.3,
Lignes Aeriennes Du Tchad,\N,,LKD,LATCHAD,Chad,N,0.3,
Lignes Mauritaniennes Air Express,\N,,LME,LIMAIR EXPRESS,Mauritania,N,0.3,
Lignes Nationales Aeriennes - Linacongo,\N,,GCB,LINACONGO,Republic of the Congo,N,0.3,
Lincoln Air National Guard,\N,,GDQ,,United States,N,0.3,
Lincoln Airlines,\N,,LRT,,Australia,N,0.3,
Lindsay Aviation,\N,,LSY,LINDSAY AIR,United States,N,0.3,
Linea Aerea Costa Norte,\N,,NOT,COSTA NORTE,Chile,N,0.3,
Linea Aerea Mexicana de Carga,\N,,LMC,LINEAS DECARGA,Mexico,N,0.3,
Linea Aerea SAPSA,\N,L7,LNP,SAPSA,Chile,N,0.3,
Linea Aerea de Fumig Aguas Negras,\N,,NEG,AGUAS NEGRAS,Chile,N,0.3,
Linea Aerea de Servicio Ejecutivo Regional,\N,8z,LER,LASER,Venezuela,N,0.3,
Linea De Aeroservicios,\N,,LSE,,Chile,N,0.3,
Linea Turistica Aerotuy,\N,LD,TUY,AEREOTUY,Venezuela,N,0.3,
Lineas Aereas Alaire S.L.,\N,,ALR,AEROLAIRE,Spain,N,0.3,
Lineas Aereas Azteca,\N,ZE,LCD,LINEAS AZTECA,Mexico,N,0.3,
Lineas Aereas Canedo LAC,\N,,LCN,CANEDO,Bolivia,N,0.3,
Lineas Aereas Comerciales,\N,,LCM,LINEAS COMERCIALES,Mexico,N,0.3,
Lineas Aereas Ejectuivas De Durango,\N,,EDD,LINEAS DURANGO,Mexico,N,0.3,
Lineas Aereas Eldorado,\N,,EDR,ELDORADRO,Colombia,N,0.3,
Lineas Aereas Federales,\N,,FED,FEDERALES,Argentina,N,0.3,
Lineas Aereas Monarca,\N,,LMN,LINEAS MONARCA,Mexico,N,0.3,
Lineas Aereas San Jose,\N,,LIJ,LINEAS JOSE,Mexico,N,0.3,
Lineas Aereas del Humaya,\N,,UMA,HUMAYA,Mexico,N,0.3,
Linex,\N,,LEC,LECA,Central African Republic,N,0.3,
Linhas Aereas Santomenses,\N,,SMS,SANTOMENSES,S,N,0.3,
Linhas A,\N,LM,LAM,MOZAMBIQUE,Mozambique,Y,0.3,
Link Airways of Australia,\N,,LAW,,Australia,N,0.3,
Lion Air Services,\N,,WGT,WORLDGATE,United Kingdom,N,0.3,
Lion Mentari Airlines,\N,JT,LNI,LION INTER,Indonesia,Y,0.3,
Lions-Air,\N,,LEU,LIONSAIR,Switzerland,N,0.3,
Lithuanian Air Force,\N,,LYF,LITHUANIAN AIRFORCE,Lithuania,N,0.3,
Little Red Air Service,\N,,LRA,LITTLE RED,Canada,N,0.3,
Livingston,\N,LM,LVG,LIVINGSTON,Italy,N,0.3,
Lloyd Aereo Boliviano,\N,LB,LLB,LLOYDAEREO,Bolivia,N,0.3,
Lnair Air Services,\N,,LNA,ELNAIR,Spain,N,0.3,
Lockheed Air Terminal,\N,,XLG,,United States,N,0.3,
Lockeed Aircraft Corporation,\N,,LAC,LOCKHEED,United States,N,0.3,
Lockheed DUATS,\N,,XDD,,United States,N,0.3,
Lockheed Martin Aeronautics,\N,,CBD,CATBIRD,United States,N,0.3,
Lockheed Martin Aeronautics Company,\N,,LNG,LIGHTNING,United States,N,0.3,
Logan Air,\N,,LOG,LOGAN,United Kingdom,N,0.3,
Lom Praha Flying School,\N,,CLV,AEROTRAINING,Czech Republic,N,0.3,
Lomas Helicopters,\N,,LMS,LOMAS,United Kingdom,N,0.3,
London City Airport Jet Centre,\N,,LCY,LONDON CITY,United Kingdom,N,0.3,
London Executive Aviation,\N,,LNX,LONEX,United Kingdom,N,0.3,
London Flight Centre (Stansted),\N,,LOV,LOVEAIR,United Kingdom,N,0.3,
London Helicopter Centres,\N,,LHC,MUSTANG,United Kingdom,N,0.3,
Lone Star Airlines,\N,,LSS,LONE STAR,United States,N,0.3,
Long Island Airlines,\N,,ORA,LONG ISLAND,United States,N,0.3,
Longtail Aviation,\N,,LGT,LONGTAIL,Bermuda,N,0.3,
Lorraine Aviation,\N,,LRR,LORRAINE,France,N,0.3,
Los Cedros Aviacion,\N,,LSC,CEDROS,Chile,N,0.3,
Lotus Air,\N,,TAS,LOTUS FLOWER,Egypt,N,0.3,
Luchtvaartmaatschappij Twente,\N,,LTW,TWENTAIR,Netherlands,N,0.3,
Lucky Air,\N,,LKE,LUCKY AIR,China,N,0.3,
Luft Carago,\N,,LUT,LUGO,South Africa,N,0.3,
Luftfahrt-Vermietungs-Dienst,\N,,LVD,AIR SANTE,Austria,N,0.3,
Luftfahrtgesellschaft Walter,\N,HE,LGW,WALTER,Germany,Y,0.3,
Lufthansa,\N,LH,DLH,LUFTHANSA,Germany,Y,0.3,
Lufthansa Cargo,\N,LH,GEC,LUFTHANSA CARGO,Germany,Y,0.3,
Lufthansa CityLine,\N,CL,CLH,HANSALINE,Germany,Y,0.3,
Lufthansa Systems,\N,L1,,,Germany,N,0.3,
Lufthansa Technik,\N,,LHT,LUFTHANSA TECHNIK,Germany,N,0.3,
Lufttaxi Fluggesellschaft,,DV,LTF,Garfield,Germany,N,0.3,
Lufttransport,\N,L5,LTR,LUFT TRANSPORT,Norway,Y,0.3,
Luhansk,\N,,LHS,ENTERPRISE LUHANSK,Ukraine,N,0.3,
Lund University School of Aviation,\N,,UNY,UNIVERSITY,Sweden,N,0.3,
Luxair,\N,LG,LGL,LUXAIR,Luxembourg,Y,0.3,
Luxaviation,\N,,LXA,RED LION,Luxembourg,N,0.3,
Luxembourg Air Rescue,\N,,LUV,LUX RESCUE,Luxembourg,N,0.3,
Luxflight Executive,\N,,LFE,LUX EXPRESS,Luxembourg,N,0.3,
Luxor Air,\N,,LXO,,Egypt,N,0.3,
Luzair,\N,,LUZ,LISBON JET,Portugal,N,0.3,
Lviv Airlines,\N,5V,UKW,UKRAINE WEST,Ukraine,N,0.3,
Lydd Air,\N,,LYD,LYDDAIR,United Kingdom,N,0.3,
Lynch Flying Service,\N,,LCH,LYNCH AIR,United States,N,0.3,
Lynden Air Cargo,\N,L2,LYC,LYNDEN,United States,N,0.3,
Lynx Air International,\N,,LXF,LYNX FLIGHT,United States,N,0.3,
Lynx Aviation,\N,,LYX,LYNX AIR,Pakistan,N,0.3,
L,\N,MJ,LPR,LAPA,Argentina,Y,0.3,
L,\N,,LAU,SURAMERICANO,Colombia,N,0.3,
M & N Aviation,\N,,JNH,JONAH,United States,N,0.3,
MAC Fotografica,\N,,MCF,MAC FOTO,Spain,N,0.3,
MANAG'AIR,\N,,MRG,MANAG'AIR,France,N,0.3,
MAP-Management and Planung,\N,,MPJ,MAPJET,Austria,N,0.3,
MAS Airways,\N,,TFG,TRAFALGAR,United Kingdom,N,0.3,
MasAir,\N,M7,MAA,MAS CARGA,Mexico,Y,0.3,
MAT Macedonian Airlines,\N,IN,MAK,MAKAVIO,Macedonia,Y,0.3,
MCC Aviation,\N,,MCC,DISCOVERY,South Africa,N,0.3,
MG Aviacion,\N,,MGA,MAG AVACION,Spain,N,0.3,
MIA Airlines,\N,,JLA,SALLINE,Romania,N,0.3,
MIAT Mongolian Airlines,\N,OM,MGL,MONGOL AIR,Mongolia,Y,0.3,
MIT Airlines,\N,,MNC,MUNCIE,Canada,N,0.3,
MK Airline,\N,,MKA,KRUGER-AIR,Ghana,N,0.3,
MNG Airlines,\N,MB,MNB,BLACK SEA,Turkey,Y,0.3,
MSR Flug-Charter,\N,,EBF,SKYRUNNER,Germany,N,0.3,
MTC Aviacion,\N,,MCV,MTC AVIACION,Mexico,N,0.3,
Mac Aviation,\N,,MAQ,MAC AVIATION,Spain,N,0.3,
Mac Dan Aviation Corporation,\N,,MCN,MAC DAN,United States,N,0.3,
MacKnight Airlines,\N,,MTD,,Australia,N,0.3,
Macair Airlines,\N,CC,MCK,,Australia,Y,0.3,
Macedonian Airlines,\N,,MCS,MACAIR,Greece,N,0.3,
Madina Air,\N,,MDH,MADINA AIR,Libya,N,0.3,
Maersk,\N,DM,,,Denmark,Y,0.3,
Magic Blue Airlines,\N,,MJB,MAGIC BLUE,Netherlands,N,0.3,
Magna Air,\N,,MGR,MAGNA AIR,Austria,N,0.3,
Mahalo Air,\N,,MLH,MAHALO,United States,N,0.3,
Mahan Air,\N,W5,IRM,MAHAN AIR,Iran,Y,0.3,
Mahfooz Aviation,\N,M2,MZS,MAHFOOZ,Gambia,N,0.3,
Maine Aviation,\N,,MAT,MAINE-AV,United States,N,0.3,
Majestic Airlines,\N,,MAJ,MAGIC AIR,United States,N,0.3,
Mak Air,\N,,AKM,MAKAIR,Kazakhstan,N,0.3,
Malagasy Airlines,\N,,MLG,,Madagascar,N,0.3,
Malawi Express,\N,,MLX,MALAWI EXPRESS,Malawi,N,0.3,
Malaya Aviatsia Dona,\N,,MKK,AEROKEY,Russia,N,0.3,
Malaysia Airlines,\N,MH,MAS,MALAYSIAN,Malaysia,Y,0.3,
Mali Air,\N,,MAE,MALI AIREXPRESS,Austria,N,0.3,
Mali Air Express,\N,,VXP,AVION EXPRESS,Mali,N,0.3,
Mali Airways,\N,,MTZ,MALI AIRWAYS,Mali,N,0.3,
Malila Airlift,\N,,MLC,MALILA,Democratic Republic of the Congo,N,0.3,
Mall Airways,\N,,MLS,MALL-AIRWAYS,United States,N,0.3,
Malmo Aviation,\N,,SCW,SCANWING,Sweden,Y,0.3,
Malmoe Air Taxi,\N,,LOD,LOGIC,Sweden,N,0.3,
Malmö Aviation,\N,TF,SCW,Scanwings,Sweden,Y,0.3,
Malta Air Charter,\N,R5,MAC,MALTA CHARTER,Malta,Y,0.3,
Malta Wings,\N,,MWS,MALTA WINGS,Malta,N,0.3,
Malév,\N,MA,MAH,MALEV,Hungary,Y,0.3,
Manaf International Airways,\N,,MLB,MANAF,Burundi,N,0.3,
Mandala Airlines,\N,RI,MDL,MANDALA,Indonesia,Y,0.3,
Mandarin Airlines,\N,AE,MDA,Mandarin,Taiwan,Y,0.3,
Mango,\N,JE,MNO,TULCA,South Africa,Y,0.3,
Manhattan Air,\N,,MHN,MANHATTAN,United Kingdom,N,0.3,
Manitoulin Air Services,\N,,MTO,MANITOULIN,Canada,N,0.3,
Mann Air,\N,,MNR,TEEMOL,United Kingdom,N,0.3,
Mannion Air Charter,\N,,MAN,MANNION,United States,N,0.3,
Mantrust Asahi Airways,\N,,MTS,MANTRUST,Indonesia,N,0.3,
Manx Airlines,\N,,MNX,MANX,United Kingdom,N,0.3,
Maple Air Services,\N,,MAD,MAPLE AIR,Canada,N,0.3,
March Helicopters,\N,,MAR,MARCH,United Kingdom,N,0.3,
Marcopolo Airways,\N,,MCP,MARCOPOLO,Afghanistan,N,0.3,
Marghi Air,\N,,MGI,MARGHI,Nigeria,N,0.3,
Markair,\N,,MRK,MARKAIR,United States,N,0.3,
Markoss Aviation,\N,,MKO,GOSHAWK,United Kingdom,N,0.3,
Mars RK,\N,6V,MRW,AVIAMARS,Ukraine,N,0.3,
Marshall Aerospace,\N,,MCE,MARSHALL,United Kingdom,N,0.3,
Marsland Aviation,\N,M7,MSL,MARSLANDAIR,Sudan,N,0.3,
Martin Aviation Services,\N,,XMA,,United States,N,0.3,
Martin-Baker,\N,,MBE,MARTIN,United Kingdom,N,0.3,
Martinair,\N,MP,MPH,MARTINAIR,Netherlands,Y,0.3,
Martinaire,\N,,MRA,MARTEX,United States,N,0.3,
Martyn Fiddler Associates,\N,,MFA,SEAHORSE,United Kingdom,N,0.3,
Marvin Limited,\N,,MVN,MARVIN,United Kingdom,N,0.3,
Maryland State Police,\N,,TRP,TROOPER,United States,N,0.3,
Massachusetts Institute of Technology,\N,,MTH,RESEARCH,United States,N,0.3,
Massey University School of Aviation,\N,,MSY,MASSEY,New Zealand,N,0.3,
Master Airways,\N,,MSW,MASTER AIRWAYS,Serbia,N,0.3,
Master Planner,\N,,MPL,,United States,N,0.3,
Masterjet,\N,,LMJ,MASTERJET,Portugal,N,0.3,
Mastertop Linhas Aereas,\N,Q4,,,Brazil,N,0.3,
Mauria,\N,,MIA,MAURIA,Mauritania,N,0.3,
Mauritanienne Aerienne Et Navale,\N,,MNV,NAVALE,Mauritania,N,0.3,
Mauritanienne Air Fret,\N,,MRF,MAUR-FRET,Mauritania,N,0.3,
Mauritanienne Airways,\N,,MWY,MAURITANIENNE,Mauritania,N,0.3,
Mauritanienne De Transport Aerien,\N,,MDE,MAURI-TRANS,Mauritania,N,0.3,
Maverick Airways,\N,,MVR,MAV-AIR,United States,N,0.3,
Mavial Magadan Airlines,\N,H5,MVL,Mavial,Russia,N,0.3,
Max Avia,\N,,MAI,MAX AVIA,Kyrgyzstan,N,0.3,
Max Sea Food,\N,,MSF,MAXESA,El Salvador,N,0.3,
Max-Aviation,\N,,MAX,MAX AVIATION,Canada,N,0.3,
Maxair,\N,8M,MXL,MAXAIR,Sweden,Y,0.3,
Maximus Air Cargo,\N,,MXU,CARGO MAX,United Arab Emirates,N,0.3,
Maxjet Airways,\N,MY,MXJ,MAX-JET,United States,N,0.3,
Maxsus-Avia,\N,,MXS,MAXSUS-AVIA,Uzbekistan,N,0.3,
May Air Xpress,\N,,MXP,BEECHNUT,United States,N,0.3,
Maya Island Air,\N,MW,MYD,MYLAND,Belize,Y,0.3,
Mayair,\N,,MYI,MAYAIR,Mexico,N,0.3,
Mbach Air,\N,,MBS,MBACHI AIR,Malawi,N,0.3,
McAlpine Helicopters,\N,,MCH,MACLINE,United Kingdom,N,0.3,
McCall Aviation,\N,,MKL,MCCALL,United States,N,0.3,
McDonnell Douglas,\N,,DAC,DACO,United States,N,0.3,
McNeely Charter Services,\N,,MDS,MID-SOUTH,United States,N,0.3,
Med-Trans of Florida,\N,,MEK,MED-TRANS,United States,N,0.3,
Medavia Company,\N,,MDM,MEDAVIA,Malta,N,0.3,
Medical Air Rescue Services,\N,,MRZ,MARS,Zimbabwe,N,0.3,
Medical Aviation Services,\N,,MCL,MEDIC,United Kingdom,N,0.3,
Mediterranean Air Freight,\N,,MDF,MED-FREIGHT,Greece,N,0.3,
Mediterranean Airways,\N,,MDY,,Egypt,N,0.3,
Medjet International,\N,,MEJ,MEDJET,United States,N,0.3,
Mega,\N,,MGK,MEGLA,Kazakhstan,N,0.3,
Mega Linhas Aereas,\N,,MEL,MEGA AIR,Brazil,N,0.3,
Mekong Airlines,\N,,MKN,MEKONG AIRLINES,Cambodia,N,0.3,
Menajet,\N,IM,MNJ,MENAJET,Lebanon,N,0.3,
Merchant Express Aviation,\N,,MXX,MERCHANT,Nigeria,N,0.3,
Mercury Aircourier Service,\N,,MEC,MERCAIR,United States,N,0.3,
Meridian,\N,,POV,AIR POLTAVA,Ukraine,N,0.3,
Meridian Air Cargo,\N,,MRD,MERIDIAN,United States,N,0.3,
Meridian Airlines,\N,,MHL,HASSIMAIR,Nigeria,N,0.3,
Meridian Aviation,\N,,DSL,DIESEL,United Kingdom,N,0.3,
Meridian Limited,\N,,MEM,MERIDIAN CHERRY,Ukraine,N,0.3,
Meridiana,\N,IG,ISS,MERAIR,Italy,Y,0.3,
Merlin Airways,\N,,MEI,AVALON,United States,N,0.3,
Merpati Nusantara Airlines,\N,MZ,MNA,MERPATI,Indonesia,Y,0.3,
Mesa Airlines,\N,YV,ASH,AIR SHUTTLE,United States,Y,0.3,
Mesaba Airlines,\N,XJ,MES,MESABA,United States,Y,0.3,
Meta Linhas A,\N,,MSQ,META,Brazil,N,0.3,
Meteorological Research Flight,\N,,MET,METMAN,United Kingdom,N,0.3,
Methow Aviation,\N,,MER,METHOW,United States,N,0.3,
Metro Business Aviation,\N,,MVI,,United Kingdom,N,0.3,
Metro Express,\N,,MEX,EAGLE EXPRESS,United States,N,0.3,
Metroflight,\N,,MTR,METRO,United States,N,0.3,
Metrojet,\N,,MTJ,METROJET,Hong Kong SAR of China,N,0.3,
Metropix UK,\N,,PIX,METROPIX,United Kingdom,N,0.3,
Metroplis,\N,,MPS,METRO REGIONAL,Netherlands,N,0.3,
Mex Blue,\N,,MXB,MEX BLUE,Mexico,N,0.3,
Mex-Jet,\N,,MJT,MEJETS,Mexico,N,0.3,
Mexicana de Aviaci,\N,MX,MXA,MEXICANA,Mexico,Y,0.3,
Mexico Transportes Aereos,\N,,MXT,TRANSMEX,Mexico,N,0.3,
Miami Air Charter,\N,,HUR,HURRICANE CHARTER,United States,N,0.3,
Miami Air International,\N,GL,BSK,BISCAYNE,United States,N,0.3,
Miami Valley Aviation,\N,,OWL,NIGHT OWL,United States,N,0.3,
Miapet-Avia,\N,,MPT,MIAPET,Armenia,N,0.3,
Michelin Air Services,\N,,BIB,,France,N,0.3,
Micromatter Technology Solutions,\N,,WIZ,WIZARD,United Kingdom,N,0.3,
Mid Airlines,\N,,NYL,NILE,Sudan,N,0.3,
Mid-Pacific Airlines,\N,,MPA,MID PAC,United States,N,0.3,
Midamerica Jet,\N,,MJR,MAJOR,United States,N,0.3,
Middle East Airlines,\N,ME,MEA,CEDAR JET,Lebanon,Y,0.3,
Midland Airport Services,\N,,MID,,United Kingdom,N,0.3,
Midline Air Freight,\N,,MFR,MIDLINE FREIGHT,United States,N,0.3,
Midstate Airlines,\N,,MIS,MIDSTATE,United States,N,0.3,
Midway Airlines,\N,JI,MDW,MIDWAY,United States,Y,0.3,
Midway Express,\N,,FLA,PALM,United States,N,0.3,
Midwest Air Freighters,\N,,FAX,FAIRFAX,United States,N,0.3,
Midwest Airlines,\N,YX,MEP,,United States,Y,0.3,
Midwest Airlines (Egypt),\N,MY,MWA,,Egypt,Y,0.3,
Midwest Aviation,\N,,NIT,NIGHTTRAIN,United States,N,0.3,
Midwest Aviation Division,\N,,MWT,MIDWEST,United States,N,0.3,
Midwest Helicopters De Mexico,\N,,HTE,HELICOPTERSMEXICO,Mexico,N,0.3,
Millardair,\N,,MAB,MILLARDAIR,Canada,N,0.3,
Millen Corporation,\N,,RJM,MILLEN,United Kingdom,N,0.3,
Millennium Air,\N,,MLK,NIGERJET,Nigeria,N,0.3,
Miller Flying Services,\N,,MFS,MILLER TIME,United States,N,0.3,
Million Air,\N,,OXO,MILL AIR,United States,N,0.3,
Mimino,\N,,MIM,MIMINO,Russia,N,0.3,
Mina Airline Company,\N,,NAB,,Egypt,N,0.3,
Minair,\N,,OMR,ORMINE,Central African Republic,N,0.3,
Minebea Technologies,\N,,EBE,MINEBEA,United States,N,0.3,
Mines Air Services Zambia,\N,,MAZ,MINES,Zambia,N,0.3,
Miniliner,\N,,MNL,MINILINER,Italy,N,0.3,
Ministic Air,\N,,MNS,MINISTIC,Canada,N,0.3,
Ministry of Agriculture,\N,,WDG, Fisheries and Food,WATCHDOG,N,0.3,
Minsk Aircraft Overhaul Plant,\N,,LIR,LISLINE,Belarus,N,0.3,
Miramichi Air Service,\N,,MIR,MIRAMICHI,Canada,N,0.3,
Miras,\N,,MIF,MIRAS,Kazakhstan,N,0.3,
Misr Overseas Airways,\N,,MOS,,Egypt,N,0.3,
Mission Aviation Fellowship,\N,,MAF,MISSI,Indonesia,N,0.3,
Missionair,\N,,MSN,MISIONAIR,Spain,N,0.3,
Missions Gouvernemtales Francaises,\N,,MRN,MARIANNE,France,N,0.3,
Mississippi State University,\N,,BDG,BULLDOG,United States,N,0.3,
Mississippi Valley Airways,\N,,MVA,VALAIR,United States,N,0.3,
Mistral Air,\N,,MSA,AIRMERCI,Italy,N,0.3,
Mobil Oil,\N,,MBO,MOBIL,Canada,N,0.3,
Mocambique Expresso,\N,,MXE,MOZAMBIQUE EXPRESS,Mozambique,N,0.3,
Mofaz Air,\N,,MFZ,MOFAZ AIR,Malaysia,N,0.3,
Moldaeroservice,\N,,MLE,MOLDAERO,Moldova,N,0.3,
Moldavian Airlines,\N,2M,MDV,MOLDAVIAN,Moldova,Y,0.3,
Moldova,\N,,MVG,MOLDOVA-STATE,Moldova,N,0.3,
Mombasa Air Safari,\N,,RRV,SKYROVER,Kenya,N,0.3,
Monarch Airlines,\N,ZB,MON,MONARCH,United Kingdom,Y,0.3,
Monarch Airlines,\N,,MNH,MONARCH AIR,United States,N,0.3,
Myway Airlines,\N,8I,,,Italy,Y,0.3,
Moncton Flying Club,\N,,MFC,EAST WIND,Canada,N,0.3,
Monde Air Charters,\N,,MDB,MONDEAIR CARGO,United Kingdom,N,0.3,
Monerrey Air Taxi,\N,,MTI,MONTERREY AIR,Mexico,N,0.3,
Monky Aerotaxis,\N,,MKY,MONKY,Mexico,N,0.3,
Montenegro Airlines,\N,YM,MGX,MONTAIR,Montenegro,Y,0.3,
Montserrat Airways,\N,,MNT,MONTSERRAT,Montserrat,N,0.3,
Mooney Aircraft Corporation,\N,,MNY,MOONEY FLIGHT,United States,N,0.3,
Morningstar Air Express,\N,,MAL,MORNINGSTAR,Canada,Y,0.3,
Morris Air Service,\N,,MSS,WASATCH,United States,N,0.3,
Morrison Flying Service,\N,,MRO,MORRISON,United States,N,0.3,
Moskovia Airlines,\N,3R,GAI,GROMOV AIRLINE,Russia,Y,0.3,
Mosphil Aero,\N,,MPI,MOSPHIL,Philippines,N,0.3,
Motor Sich,\N,M9,MSI,MOTOR SICH,Ukraine,Y,0.3,
Mount Cook Airlines,\N,NM,NZM,MOUNTCOOK,New Zealand,N,0.3,
Mountain Air Cargo,\N,,MTN,MOUNTAIN,United States,N,0.3,
